movieId,title,year,genres,imdbId,tmdbId,tags,ratings
5219,Resident Evil ,2002,Action|Horror|Sci-Fi|Thriller,120804,1576.0,,"[[21, 3.0], [68, 4.0], [82, 3.0], [105, 3.5], [122, 4.0], [125, 3.0], [160, 2.0], [166, 4.0], [182, 2.0], [213, 4.5], [219, 3.0], [232, 2.0], [249, 3.5], [260, 3.0], [274, 4.0], [298, 2.0], [312, 1.0], [318, 3.0], [343, 2.5], [380, 4.0], [414, 4.0], [427, 2.0], [428, 3.0], [480, 2.0], [534, 4.0], [558, 3.0], [560, 4.0], [599, 2.5], [608, 4.5], [610, 2.5]]"
5220,Showtime ,2002,Action|Comedy,284490,5851.0,,"[[45, 2.0], [82, 4.0], [89, 2.5], [222, 1.5], [249, 2.5], [298, 0.5], [390, 1.5], [414, 3.0], [448, 3.0], [608, 3.5]]"
5221,Harrison's Flowers ,2000,Drama,216799,25014.0,,"[[599, 3.0]]"
5222,Kissing Jessica Stein ,2001,Comedy|Romance,264761,15647.0,,"[[169, 4.0], [391, 5.0], [414, 4.0], [489, 0.5]]"
5224,Promises ,2001,Documentary,282864,38880.0,"[[474, 'In Netflix queue']]","[[462, 4.5], [474, 4.0]]"
5225,And Your Mother Too (Y tu mamá también) ,2001,Drama|Romance,245574,1391.0,,"[[64, 4.0], [132, 3.0], [178, 5.0], [190, 5.0], [200, 4.0], [221, 4.0], [222, 3.0], [275, 5.0], [298, 3.5], [312, 5.0], [356, 4.5], [414, 4.0], [434, 5.0], [453, 4.0], [462, 3.0], [474, 3.5], [480, 4.0], [489, 3.5], [543, 2.0], [600, 3.5], [610, 4.5]]"
5226,All the Right Moves ,1983,Drama|Romance,85154,18172.0,,"[[332, 2.5], [474, 2.0]]"
5231,Road to Morocco ,1942,Comedy,35262,31805.0,,"[[474, 3.5]]"
5237,Taps ,1981,Drama,83169,10627.0,,"[[414, 4.0]]"
5238,Return of the Secaucus 7 ,1980,Drama,81420,42750.0,"[[474, 'In Netflix queue']]","[[318, 3.5], [474, 3.5]]"
5239,Rude Boy ,1980,Documentary|Drama,81441,27930.0,,"[[462, 4.0]]"
5240,Running Scared ,1980,Action|Drama,81445,259557.0,,"[[414, 4.0]]"
5241,Seems Like Old Times ,1980,Comedy|Romance,81480,28124.0,,"[[275, 5.0]]"
5244,Shogun Assassin ,1980,Action|Adventure,81506,15119.0,,"[[187, 5.0]]"
5246,Smokey and the Bandit II ,1980,Action|Comedy,81529,12705.0,,"[[95, 4.0], [448, 2.0], [474, 1.0], [514, 1.5]]"
5247,Smokey and the Bandit ,1977,Action|Comedy,76729,11006.0,,"[[95, 4.0], [221, 2.5], [226, 4.0], [322, 2.0], [414, 3.0], [448, 4.0], [474, 0.5], [514, 2.5], [599, 2.0]]"
5248,Smokey and the Bandit III ,1983,Action|Comedy,86325,15120.0,,"[[221, 2.0], [448, 1.5], [474, 0.5], [514, 1.5]]"
5250,Stir Crazy ,1980,Comedy,81562,21629.0,,"[[448, 4.0], [514, 3.0], [527, 5.0]]"
5254,Blade II ,2002,Action|Horror|Thriller,187738,36586.0,"[[573, 'Great movie'], [573, 'Wesley Snipes']]","[[20, 3.0], [21, 3.0], [51, 2.5], [62, 3.0], [64, 3.0], [68, 3.5], [139, 1.5], [166, 3.5], [182, 2.0], [195, 3.0], [232, 3.0], [249, 3.5], [274, 3.0], [298, 2.5], [305, 4.0], [312, 3.0], [313, 5.0], [380, 5.0], [391, 1.0], [414, 4.0], [425, 4.0], [427, 2.5], [428, 2.5], [438, 3.5], [464, 2.5], [480, 2.0], [495, 3.5], [528, 4.0], [573, 4.5], [580, 3.0], [596, 3.0], [599, 3.5], [608, 4.5], [610, 4.0]]"
5255,Sorority Boys ,2002,Comedy,279781,6020.0,,"[[307, 2.5], [387, 1.5], [414, 3.0], [599, 2.5]]"
5256,Stolen Summer ,2002,Drama,286162,39541.0,,"[[140, 3.0], [414, 2.5]]"
5258,George Washington ,2000,Drama,262432,18292.0,,"[[275, 2.0], [414, 2.0]]"
5264,Clockstoppers ,2002,Action|Adventure|Sci-Fi|Thriller,250305,15028.0,,"[[177, 2.0], [232, 2.0], [380, 3.0], [414, 2.0]]"
5265,Death to Smoochy ,2002,Comedy|Crime|Drama,266452,9275.0,,"[[66, 4.5], [182, 3.0], [274, 4.0], [307, 2.5], [387, 3.0], [414, 2.0], [420, 3.5], [477, 3.0], [480, 4.5], [520, 4.0], [599, 2.5]]"
5266,Panic Room ,2002,Thriller,258000,4547.0,"[[474, 'crime']]","[[18, 3.5], [21, 1.0], [64, 4.0], [68, 2.0], [86, 3.5], [140, 3.0], [177, 3.5], [182, 2.5], [211, 2.0], [219, 3.5], [249, 4.0], [274, 3.5], [287, 2.5], [298, 1.0], [307, 2.0], [325, 4.0], [357, 3.0], [380, 3.0], [381, 3.5], [414, 5.0], [415, 3.5], [419, 4.5], [426, 1.0], [427, 3.5], [438, 2.5], [453, 3.0], [474, 4.0], [484, 3.0], [489, 1.0], [525, 3.5], [542, 3.0], [558, 4.0], [561, 1.5], [590, 2.5], [599, 2.5], [608, 4.5], [610, 3.5]]"
5267,"Rookie, The ",2002,Drama,265662,14635.0,,"[[28, 3.0], [68, 2.0], [140, 4.0], [169, 4.5], [182, 3.0], [219, 2.0], [232, 4.0], [288, 3.5], [292, 2.5], [414, 4.0], [438, 4.0], [453, 3.0]]"
5268,No Such Thing ,2001,Drama|Fantasy|Romance,248190,29135.0,,"[[599, 2.5]]"
5269,"Piano Teacher, The (La pianiste) ",2001,Drama,254686,1791.0,,"[[606, 4.0]]"
5272,Time Out (L'emploi du temps) ,2001,Drama,279065,35651.0,,"[[275, 3.0]]"
5275,Boxcar Bertha ,1972,Drama,68309,22784.0,,"[[610, 1.5]]"
5278,Fraternity Vacation ,1985,Comedy|Romance,89167,24585.0,,"[[414, 1.0]]"
5279,Impromptu ,1991,Comedy|Romance,102103,17990.0,,"[[246, 5.0], [474, 3.5]]"
5282,High Crimes ,2002,Thriller,257756,11560.0,,"[[140, 4.0], [414, 2.5]]"
5283,National Lampoon's Van Wilder ,2002,Comedy,283111,11452.0,,"[[45, 5.0], [66, 4.0], [89, 2.5], [95, 2.0], [111, 4.5], [182, 3.0], [249, 4.0], [298, 2.0], [307, 2.5], [387, 1.5], [391, 3.0], [414, 2.0], [427, 3.0], [428, 3.0], [480, 4.0], [525, 3.0], [558, 3.0], [561, 1.5], [564, 3.5], [599, 2.5], [600, 2.0], [610, 2.5]]"
5284,Crush ,2001,Comedy|Romance,245407,18435.0,,"[[132, 2.5]]"
5285,Lucky Break ,2001,Comedy|Crime,246134,35944.0,,"[[414, 4.0]]"
5288,"Atomic Cafe, The ",1982,Documentary|War,83590,26851.0,,"[[377, 5.0], [462, 4.0]]"
5291,Rashomon (Rashômon) ,1950,Crime|Drama|Mystery,42876,548.0,"[[424, 'black and white'], [424, 'samurai'], [474, 'In Netflix queue'], [474, 'samurai']]","[[64, 4.5], [83, 4.0], [105, 4.0], [140, 1.0], [168, 5.0], [199, 3.5], [219, 3.5], [221, 4.5], [325, 5.0], [332, 5.0], [348, 4.5], [387, 3.5], [397, 4.0], [398, 2.5], [414, 4.0], [474, 4.0], [477, 4.5], [599, 4.0]]"
5292,Slap Shot ,1977,Comedy,76723,11590.0,,"[[28, 3.5], [140, 2.0], [199, 4.5], [391, 4.0], [414, 5.0], [438, 3.0], [452, 5.0]]"
5293,Changing Lanes ,2002,Drama|Thriller,264472,1537.0,,"[[20, 3.5], [47, 3.0], [182, 2.5], [380, 3.0], [414, 4.0], [448, 3.0], [474, 3.5], [558, 3.0], [608, 4.5]]"
5294,Frailty ,2001,Crime|Drama|Thriller,264616,12149.0,"[[474, 'religion']]","[[91, 3.5], [307, 4.0], [330, 4.0], [387, 3.0], [414, 3.0], [427, 4.5], [474, 4.0], [558, 3.0], [562, 5.0], [608, 4.5], [610, 4.0]]"
5296,"Sweetest Thing, The ",2002,Comedy|Romance,253867,11812.0,,"[[82, 3.5], [104, 3.0], [169, 3.5], [182, 0.5], [361, 3.5], [387, 1.5], [390, 4.0], [414, 3.0], [562, 4.0], [610, 2.5]]"
5297,"Cat's Meow, The ",2002,Drama|Thriller,266391,35080.0,,"[[414, 2.0], [474, 3.0]]"
5298,Human Nature ,2001,Comedy|Romance,219822,441.0,,"[[182, 4.0], [307, 3.5], [414, 3.5], [483, 4.0], [599, 2.5]]"
5299,My Big Fat Greek Wedding ,2002,Comedy|Romance,259446,8346.0,,"[[20, 4.0], [64, 4.5], [66, 5.0], [68, 3.5], [73, 3.0], [82, 2.0], [89, 2.0], [98, 3.5], [100, 3.5], [104, 4.0], [132, 3.0], [140, 5.0], [159, 4.0], [165, 3.0], [169, 4.5], [199, 3.5], [200, 4.5], [232, 3.5], [239, 4.0], [275, 1.0], [280, 3.0], [282, 4.0], [288, 3.0], [292, 4.0], [298, 0.5], [305, 4.0], [307, 2.0], [317, 3.0], [328, 4.0], [344, 1.0], [357, 4.0], [365, 1.0], [380, 4.0], [381, 5.0], [391, 3.0], [414, 3.5], [425, 3.5], [427, 3.0], [433, 5.0], [434, 2.5], [438, 3.0], [448, 4.0], [453, 4.0], [474, 2.5], [483, 1.5], [484, 3.5], [487, 2.0], [489, 3.5], [491, 3.5], [504, 3.5], [517, 2.0], [525, 2.0], [542, 5.0], [562, 3.0], [564, 3.5], [590, 3.5], [593, 1.5], [594, 3.5], [606, 4.0], [608, 3.0]]"
5300,3:10 to Yuma ,1957,Action|Adventure|Drama|Thriller|Western,50086,14168.0,,"[[74, 4.0]]"
5303,Joe Versus the Volcano ,1990,Comedy|Romance,99892,2565.0,,"[[108, 5.0], [414, 4.0], [416, 4.0], [448, 3.0], [474, 2.0], [479, 2.0], [599, 4.0]]"
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) ",1945,Drama|War,38890,307.0,"[[474, 'In Netflix queue']]","[[74, 4.0], [606, 4.0]]"
5307,Taking Care of Business ,1990,Comedy,103035,6393.0,,"[[45, 3.0]]"
5308,Three Men and a Baby ,1987,Comedy,94137,12154.0,,"[[45, 3.0], [64, 3.0], [68, 3.5], [91, 1.5], [274, 2.0], [381, 3.5], [414, 3.0], [415, 3.5], [427, 2.5], [448, 4.0], [474, 2.0], [489, 3.5], [517, 1.0], [561, 2.5], [590, 2.5], [594, 5.0], [599, 3.5], [606, 2.5], [608, 1.5]]"
5309,Three Men and a Little Lady ,1990,Comedy|Romance,98966,11630.0,,"[[108, 3.0], [307, 1.5], [448, 2.0], [479, 2.0], [483, 2.5], [489, 3.0], [578, 4.5], [599, 2.0]]"
5311,"Watcher in the Woods, The ",1980,Children|Horror|Mystery|Thriller,81738,21970.0,,"[[474, 3.0]]"
5312,Murder by Numbers ,2002,Crime|Thriller,264935,11892.0,,"[[36, 4.0], [68, 2.5], [177, 3.0], [182, 2.5], [307, 2.0], [427, 3.0], [558, 3.0]]"
5313,The Scorpion King ,2002,Action|Adventure|Fantasy|Thriller,277296,9334.0,,"[[20, 0.5], [45, 3.0], [68, 4.0], [105, 3.0], [139, 1.0], [177, 2.0], [182, 0.5], [232, 3.0], [274, 2.5], [293, 2.0], [298, 0.5], [380, 4.0], [438, 3.0], [477, 0.5], [480, 2.5], [489, 3.0], [490, 2.0], [509, 3.0], [534, 4.0], [590, 1.5], [608, 3.0], [610, 2.0]]"
5316,Enigma ,2001,Romance|Thriller,157583,10491.0,"[[474, 'World War II']]","[[108, 4.0], [140, 3.0], [182, 3.5], [414, 3.5], [474, 2.5], [479, 3.0], [489, 2.5]]"
5319,Nine Queens (Nueve reinas) ,2000,Crime|Thriller,247586,18079.0,,"[[254, 4.5], [391, 2.0], [483, 4.5], [580, 3.5], [599, 2.5], [606, 4.0]]"
5321,"Triumph of Love, The ",2001,Comedy,253840,35337.0,,"[[414, 2.0]]"
5322,World Traveler ,2001,Drama,262911,59199.0,,"[[414, 4.0]]"
5323,Jason X ,2002,Horror|Sci-Fi|Thriller,211443,11470.0,,"[[182, 0.5], [226, 0.5], [249, 1.0], [380, 3.0], [382, 1.0], [427, 1.0], [480, 0.5], [610, 2.0]]"
5324,Life or Something Like It ,2002,Comedy|Romance,282687,16643.0,,"[[414, 2.0], [438, 3.5]]"
5325,Dogtown and Z-Boyz ,2001,Documentary,275309,1282.0,,"[[182, 3.5], [275, 3.0], [391, 4.0], [414, 4.0], [427, 4.0], [474, 3.5], [585, 4.5]]"
5328,Rain ,2001,Drama|Romance,287645,69324.0,,"[[414, 5.0]]"
5329,"Salton Sea, The ",2002,Crime|Drama|Thriller,235737,11468.0,,"[[28, 3.0], [66, 3.5], [68, 3.0], [140, 2.5], [275, 3.0], [414, 3.0], [474, 3.5], [558, 5.0], [580, 3.5], [610, 3.5]]"
5333,Bob le Flambeur ,1955,Crime|Drama,47892,26030.0,,"[[23, 4.0], [387, 3.0], [599, 3.0]]"
5334,Cadillac Man ,1990,Comedy|Crime,99204,10164.0,,"[[448, 1.0], [599, 2.0]]"
5337,Delirious ,1991,Comedy,101701,28117.0,,"[[414, 3.0], [514, 2.5], [599, 3.0]]"
5338,Full Moon in Blue Water ,1988,Drama,95186,40555.0,,"[[140, 2.0]]"
5339,Husbands and Wives ,1992,Comedy|Drama,104466,28384.0,,"[[51, 3.5], [275, 5.0], [391, 4.0], [448, 4.0], [600, 3.5], [606, 3.5]]"
5341,Lenny ,1974,Drama,71746,27094.0,,"[[74, 4.0], [474, 3.5]]"
5345,Triumph of the Spirit ,1989,Drama,98513,56179.0,,"[[414, 3.0]]"
5346,Wild Orchid ,1990,Drama|Romance,100934,5203.0,,"[[91, 2.5], [414, 1.0]]"
5347,Deuces Wild ,2002,Drama,231448,13201.0,,"[[182, 3.0], [414, 2.0]]"
5348,Hollywood Ending ,2002,Comedy|Drama,278823,9689.0,,"[[477, 4.0]]"
5349,Spider-Man ,2002,Action|Adventure|Sci-Fi|Thriller,145487,557.0,"[[474, 'superhero']]","[[7, 3.5], [18, 4.0], [20, 3.0], [21, 3.0], [28, 3.5], [34, 5.0], [45, 5.0], [48, 4.0], [62, 4.0], [63, 0.5], [66, 4.0], [68, 4.5], [77, 5.0], [80, 4.0], [82, 1.5], [83, 2.5], [91, 5.0], [95, 4.0], [103, 3.0], [104, 3.5], [105, 3.5], [106, 3.5], [108, 5.0], [114, 4.0], [116, 3.5], [132, 3.0], [139, 3.0], [140, 3.5], [153, 0.5], [160, 0.5], [166, 4.5], [167, 4.0], [169, 4.0], [177, 3.5], [182, 3.0], [186, 4.0], [187, 2.0], [198, 3.0], [199, 3.0], [200, 3.5], [210, 4.5], [218, 3.0], [219, 3.5], [220, 4.5], [223, 4.0], [226, 4.0], [230, 4.0], [232, 4.5], [239, 4.5], [247, 2.0], [249, 4.0], [254, 1.0], [263, 4.0], [274, 3.0], [275, 4.0], [282, 4.0], [286, 3.5], [288, 4.0], [292, 4.0], [298, 2.5], [303, 3.5], [307, 4.0], [312, 3.0], [313, 4.0], [325, 4.0], [328, 4.0], [330, 3.0], [331, 2.0], [338, 3.0], [354, 4.0], [356, 3.5], [362, 4.0], [365, 3.0], [380, 4.0], [381, 3.5], [391, 3.0], [393, 5.0], [414, 5.0], [420, 3.5], [423, 1.0], [425, 3.0], [427, 3.5], [428, 3.0], [432, 2.5], [434, 3.5], [438, 4.0], [448, 4.0], [453, 4.0], [459, 4.0], [462, 1.5], [464, 4.0], [466, 3.5], [474, 4.5], [475, 5.0], [477, 4.0], [480, 4.0], [483, 4.5], [489, 3.0], [497, 3.0], [509, 2.5], [511, 3.5], [513, 4.0], [520, 4.0], [531, 5.0], [534, 3.5], [540, 4.0], [551, 2.0], [552, 4.0], [560, 3.5], [561, 3.5], [567, 2.5], [570, 4.0], [573, 5.0], [580, 3.5], [581, 4.5], [590, 3.0], [596, 3.5], [599, 3.5], [600, 3.5], [606, 4.0], [608, 3.0], [610, 4.5]]"
5353,Butterflies Are Free ,1972,Comedy|Drama,68326,55106.0,"[[474, 'blind']]","[[474, 3.0]]"
5356,"Giant Spider Invasion, The ",1975,Horror|Sci-Fi,73043,39154.0,,"[[448, 0.5]]"
5357,Iron Will ,1994,Adventure,110157,24767.0,,"[[140, 3.0], [186, 4.0]]"
5358,Mountains of the Moon ,1990,Adventure,100196,33796.0,,"[[140, 3.0]]"
5361,White Fang ,1991,Adventure,103247,12227.0,,"[[307, 1.5], [599, 2.0]]"
5363,"New Guy, The ",2002,Comedy,241760,10985.0,,"[[111, 3.0], [249, 3.5], [274, 2.5], [298, 2.0], [387, 1.0], [414, 3.5], [438, 3.0], [480, 2.5], [599, 1.5]]"
5364,Unfaithful ,2002,Drama|Thriller,250797,2251.0,,"[[20, 4.0], [140, 2.5], [380, 3.0], [414, 3.5], [427, 4.0], [594, 4.5], [606, 3.0]]"
5365,"Lady and the Duke, The (Anglaise et le duc, L') ",2001,Drama|Romance,239234,2894.0,,"[[479, 4.0]]"
5372,Calamity Jane ,1953,Musical|Western,45591,14117.0,,"[[606, 3.5]]"
5373,"Cranes Are Flying, The (Letyat zhuravli) ",1957,Drama|Romance|War,50634,38360.0,,"[[105, 4.0]]"
5375,"Harvey Girls, The ",1946,Comedy|Musical|Western,38589,28907.0,,"[[474, 3.0]]"
5377,About a Boy ,2002,Comedy|Drama|Romance,276751,245.0,"[[474, 'Nick Hornby']]","[[10, 3.5], [41, 4.0], [51, 5.0], [63, 2.5], [95, 4.0], [132, 3.5], [140, 3.5], [144, 3.0], [156, 3.5], [159, 2.0], [165, 4.0], [169, 4.5], [182, 3.5], [185, 3.0], [190, 4.0], [199, 4.0], [200, 3.5], [226, 4.0], [263, 4.0], [275, 4.0], [281, 3.5], [288, 4.0], [298, 2.0], [345, 3.5], [356, 3.5], [380, 4.0], [381, 5.0], [414, 5.0], [428, 3.5], [438, 3.0], [453, 4.0], [474, 5.0], [480, 4.0], [489, 4.0], [504, 4.0], [509, 3.5], [514, 4.5], [552, 3.5], [560, 2.5], [562, 4.5], [564, 4.0], [599, 2.5], [606, 4.0], [610, 3.5]]"
5378,Star Wars: Episode II - Attack of the Clones ,2002,Action|Adventure|Sci-Fi|IMAX,121765,1894.0,,"[[7, 0.5], [9, 3.0], [20, 4.0], [21, 4.0], [28, 4.0], [34, 4.0], [45, 5.0], [51, 1.5], [62, 4.5], [63, 2.5], [68, 3.0], [77, 5.0], [91, 4.0], [95, 4.0], [97, 4.0], [103, 3.0], [105, 4.0], [108, 3.0], [129, 3.5], [140, 4.0], [166, 3.0], [169, 4.5], [177, 2.5], [182, 3.0], [186, 4.0], [187, 2.0], [190, 3.0], [198, 3.0], [199, 1.5], [210, 5.0], [219, 2.0], [220, 4.0], [226, 3.5], [232, 4.0], [239, 3.5], [247, 2.0], [249, 3.5], [274, 2.5], [279, 1.0], [287, 1.0], [288, 3.5], [292, 3.0], [296, 1.0], [298, 3.0], [303, 5.0], [305, 3.0], [312, 4.0], [313, 4.0], [318, 3.0], [330, 4.0], [332, 2.0], [334, 3.0], [354, 3.0], [365, 2.5], [370, 1.0], [376, 4.5], [380, 3.0], [381, 3.5], [382, 4.0], [414, 4.0], [427, 3.5], [428, 3.5], [432, 4.0], [434, 1.0], [438, 3.5], [448, 3.0], [453, 4.0], [463, 4.0], [474, 3.0], [475, 5.0], [477, 4.0], [479, 1.0], [480, 3.0], [482, 4.5], [489, 0.5], [520, 2.0], [525, 2.5], [534, 3.5], [540, 4.0], [552, 4.0], [560, 4.0], [561, 2.5], [567, 0.5], [573, 3.0], [580, 4.0], [590, 3.0], [593, 1.5], [599, 3.0], [600, 1.0], [606, 3.5], [608, 4.5], [610, 3.5]]"
5379,"Believer, The ",2001,Drama,247199,4012.0,"[[474, 'anti-Semitism'], [474, 'Judaism']]","[[182, 5.0], [232, 4.0], [318, 4.0], [414, 4.0], [474, 4.5], [480, 4.0]]"
5380,"Importance of Being Earnest, The ",2002,Comedy|Drama|Romance,278500,9026.0,,"[[100, 4.5], [104, 4.0], [108, 5.0], [263, 3.0], [414, 4.0], [428, 3.0], [474, 3.0], [488, 4.5], [525, 3.5], [600, 4.0]]"
5382,Every Which Way But Loose ,1978,Comedy,77523,15417.0,,"[[221, 3.0], [414, 2.0], [448, 4.0]]"
5384,I Want to Live! ,1958,Crime|Drama,51758,28577.0,,"[[474, 3.0]]"
5385,"Last Waltz, The ",1978,Documentary,77838,13963.0,,"[[137, 4.5]]"
5387,Enough ,2002,Drama|Thriller,278435,1957.0,,"[[177, 4.5], [414, 2.5], [558, 5.0]]"
5388,Insomnia ,2002,Action|Crime|Drama|Mystery|Thriller,278504,320.0,"[[62, 'Al Pacino'], [62, 'atmospheric'], [62, 'Hilary Swank'], [62, 'Robin Williams'], [184, 'atmospheric'], [184, 'insomnia'], [184, 'thought-provoking']]","[[20, 4.0], [22, 3.0], [62, 4.5], [64, 3.5], [80, 4.0], [103, 4.0], [140, 3.0], [156, 3.5], [182, 3.0], [184, 3.5], [198, 3.0], [219, 2.5], [226, 3.0], [288, 4.0], [312, 3.0], [317, 3.0], [380, 4.0], [387, 3.0], [393, 3.0], [414, 3.0], [424, 5.0], [427, 3.0], [448, 3.5], [453, 1.0], [477, 4.0], [480, 3.0], [482, 4.0], [489, 2.0], [558, 3.0], [590, 3.5], [599, 2.5], [608, 4.0], [610, 3.0]]"
5389,Spirit: Stallion of the Cimarron ,2002,Adventure|Animation|Children|Western,166813,9023.0,,"[[479, 3.0], [509, 4.0]]"
5390,CQ ,2001,Drama,254199,27834.0,,"[[414, 3.0]]"
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) ,2001,Drama,268690,17734.0,,"[[108, 5.0], [414, 4.0], [474, 3.0]]"
5397,Monkey Business ,1952,Comedy|Sci-Fi,44916,24008.0,,"[[387, 1.5], [474, 3.5]]"
5398,Requiem for a Heavyweight ,1962,Drama,56406,53229.0,"[[474, 'boxing']]","[[309, 4.0], [474, 4.0]]"
5400,"Sum of All Fears, The ",2002,Drama|Thriller,164184,4614.0,,"[[68, 3.5], [78, 3.5], [82, 3.5], [139, 1.5], [140, 3.0], [169, 4.0], [219, 2.0], [232, 4.0], [292, 4.0], [325, 2.0], [380, 2.0], [414, 4.0], [427, 2.0], [438, 2.5], [448, 3.0], [495, 2.5], [586, 3.5]]"
5401,Undercover Brother ,2002,Comedy,279493,12277.0,,"[[274, 2.0], [298, 1.5], [307, 2.5], [438, 3.5], [448, 1.0], [480, 1.0], [482, 2.0], [590, 1.0], [608, 2.0]]"
5404,84 Charing Cross Road ,1987,Drama|Romance,90570,15677.0,"[[474, 'books']]","[[345, 4.5], [474, 4.0], [479, 5.0]]"
5409,Rapid Fire ,1992,Action,105219,13153.0,,"[[438, 3.5], [594, 4.0]]"
5410,Silent Running ,1972,Drama|Sci-Fi,67756,811.0,,"[[175, 0.5], [288, 3.0], [477, 3.0], [580, 3.0]]"
5414,Bad Company ,2002,Action|Comedy|Crime,280486,3132.0,,"[[82, 4.0], [274, 2.0], [438, 3.5], [448, 2.0]]"
5415,Divine Secrets of the Ya-Ya Sisterhood ,2002,Comedy|Drama,279778,9583.0,,"[[165, 3.0], [169, 4.0], [414, 2.0], [606, 3.5]]"
5416,Cherish ,2002,Comedy|Drama|Thriller,298798,18408.0,,"[[414, 5.0]]"
5417,"Fast Runner, The (Atanarjuat) ",2001,Drama|Fantasy,285441,13245.0,,"[[64, 3.5], [391, 5.0], [414, 3.0]]"
5418,"Bourne Identity, The ",2002,Action|Mystery|Thriller,258463,2501.0,,"[[18, 4.0], [20, 3.0], [21, 4.0], [22, 3.5], [24, 4.0], [28, 3.5], [41, 2.0], [45, 5.0], [52, 5.0], [63, 4.0], [64, 3.5], [66, 5.0], [67, 3.0], [68, 4.5], [77, 2.5], [80, 5.0], [83, 0.5], [86, 4.5], [88, 4.5], [91, 4.0], [95, 5.0], [105, 3.5], [111, 0.5], [119, 4.0], [129, 4.0], [139, 2.5], [140, 4.0], [141, 3.5], [143, 2.0], [165, 4.0], [166, 4.5], [167, 4.5], [177, 3.5], [182, 2.0], [185, 4.0], [196, 4.0], [199, 4.0], [200, 4.0], [203, 5.0], [211, 4.0], [213, 4.5], [219, 4.5], [220, 4.0], [226, 4.0], [232, 4.0], [233, 4.0], [239, 5.0], [247, 4.0], [249, 4.0], [274, 3.5], [275, 4.0], [279, 3.5], [282, 4.5], [288, 3.5], [292, 4.5], [301, 4.0], [305, 3.5], [307, 3.5], [317, 3.0], [325, 4.0], [326, 5.0], [328, 4.0], [330, 2.0], [331, 4.0], [334, 3.5], [344, 4.0], [354, 4.0], [356, 3.5], [361, 4.0], [365, 2.5], [369, 3.5], [376, 5.0], [380, 4.0], [381, 5.0], [391, 4.0], [393, 5.0], [408, 4.5], [414, 4.0], [419, 3.0], [425, 4.0], [427, 4.0], [432, 4.5], [434, 4.0], [438, 4.5], [448, 3.0], [453, 4.0], [460, 5.0], [464, 3.0], [466, 4.0], [474, 3.5], [475, 4.5], [480, 2.0], [483, 4.5], [487, 2.0], [503, 1.5], [517, 3.0], [528, 5.0], [534, 4.5], [542, 4.0], [551, 4.5], [553, 4.0], [560, 4.0], [561, 4.5], [580, 4.5], [586, 3.5], [590, 3.5], [596, 3.5], [598, 4.0], [599, 3.0], [606, 4.0], [608, 4.5], [610, 4.0]]"
5419,Scooby-Doo ,2002,Adventure|Children|Comedy|Fantasy|Mystery,267913,9637.0,,"[[20, 0.5], [68, 4.5], [82, 2.5], [89, 5.0], [139, 2.0], [177, 2.5], [213, 3.0], [226, 2.5], [249, 2.5], [274, 3.0], [298, 1.0], [380, 3.0], [414, 4.0], [448, 1.5], [479, 2.0], [484, 4.0], [558, 5.0]]"
5420,Windtalkers ,2002,Action|Drama|War,245562,12100.0,,"[[97, 3.0], [140, 3.0], [182, 3.5], [414, 2.0], [427, 1.5], [448, 2.0], [558, 5.0], [610, 3.0]]"
5421,"Dangerous Lives of Altar Boys, The ",2002,Drama,238924,16857.0,,"[[182, 4.0], [312, 3.0], [414, 4.0], [427, 4.0], [462, 2.5], [480, 3.5]]"
5422,"Emperor's New Clothes, The ",2001,Comedy,282768,52258.0,,"[[414, 4.0]]"
5423,Gangster No. 1 ,2000,Action|Crime|Thriller,210065,10394.0,,"[[182, 4.0], [414, 2.0], [599, 3.0]]"
5424,Harvard Man ,2001,Crime|Drama|Romance|Thriller,242508,27451.0,,"[[414, 3.0]]"
5425,Dark Blue World (Tmavomodrý svet) ,2001,Drama|War,244479,15813.0,,"[[182, 4.5], [414, 4.0]]"
5427,Caveman ,1981,Comedy,82146,18905.0,,"[[182, 1.5], [307, 4.0], [414, 2.0]]"
5428,Cheech & Chong's The Corsican Brothers ,1984,Comedy,87042,14774.0,,"[[288, 1.0], [414, 2.0], [474, 1.0], [599, 0.5]]"
5433,Silver Bullet (Stephen King's Silver Bullet) ,1985,Adventure|Drama|Horror|Mystery|Thriller,90021,17898.0,,"[[312, 3.0], [514, 2.0], [606, 3.0]]"
5434,"Sorry, Wrong Number ",1948,Drama|Film-Noir|Thriller,40823,21635.0,,"[[74, 4.5], [186, 4.0], [474, 3.5], [590, 3.5], [606, 3.5]]"
5435,Hombre ,1967,Western,61770,27945.0,,"[[140, 3.0]]"
5437,"Manhattan Project, The ",1986,Comedy|Sci-Fi|Thriller,91472,30194.0,,"[[414, 3.0], [474, 3.0], [600, 3.0]]"
5438,Men at Work ,1990,Action|Comedy,100135,10169.0,,"[[91, 3.0], [414, 3.0], [448, 2.0], [477, 3.0]]"
5440,She Wore a Yellow Ribbon ,1949,Western,41866,13909.0,,"[[474, 3.0]]"
5442,V. I. Warshawski ,1991,Action|Comedy|Crime,103184,41805.0,,"[[599, 2.0]]"
5443,Juwanna Mann ,2002,Comedy,247444,35696.0,,"[[307, 1.0], [438, 2.0]]"
